gene,id,tpm,log2tpm,SampleID,sample_type_code,sample_type,project,tumor_type,median_log2tpm,n,tumor_type_n
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A02N-01A-11R-A083-07,0.1343,-2.79285679505825,TCGA-AG-A02N,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-4001-01A-02R-1119-07,1.5582,0.64910956494293,TCGA-AG-4001,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-G5-6233-01A-11R-1736-07,0.7779,-0.34391555995066,TCGA-G5-6233,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A032-01A-01R-A00A-07,0.2942,-1.71690794182495,TCGA-AG-A032,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A008-01A-01R-A002-07,0.1267,-2.87091485194339,TCGA-AG-A008,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-CI-6622-01A-11R-1830-07,0.3993,-1.28876942810636,TCGA-CI-6622,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3575-01A-01R-0821-07,11.0231,3.46376630070905,TCGA-AG-3575,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-F5-6702-01A-11R-1830-07,15.4237,3.94801206293668,TCGA-F5-6702,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A011-01A-01R-A002-07,0.3384,-1.52118347095058,TCGA-AG-A011,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3600-01A-01R-0826-07,1.2863,0.374399636761441,TCGA-AG-3600,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3611-01A-01R-0826-07,0.7159,-0.46215727867862,TCGA-AG-3611,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AF-4110-01A-02R-1736-07,1.6228,0.70734808748327,TCGA-AF-4110,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3898-01A-01R-1119-07,1.1306,0.189792937820259,TCGA-AG-3898,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-G5-6641-01A-11R-A32Z-07,0.2631,-1.87249878078416,TCGA-G5-6641,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A02X-01A-01R-A00A-07,0.1958,-2.28068511265548,TCGA-AG-A02X,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DC-5337-01A-01R-1660-07,0.5429,-0.85490952319758,TCGA-DC-5337,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3878-01A-02R-0905-07,1.8829,0.920598196929189,TCGA-AG-3878,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3587-01A-01R-0821-07,0.6038,-0.704159449082965,TCGA-AG-3587,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-EI-6507-01A-11R-1736-07,3.1975,1.68144926531496,TCGA-EI-6507,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AH-6549-01A-11R-1830-07,1.4684,0.564036661866608,TCGA-AH-6549,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3892-01A-01R-1119-07,0.8778,-0.171693386224356,TCGA-AG-3892,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-4007-01A-01R-1119-07,0.4167,-1.22870598434834,TCGA-AG-4007,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3742-01A-11R-1660-07,1.2227,0.301821736339363,TCGA-AG-3742,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A00C-01A-01R-A002-07,0.127,-2.86775220170156,TCGA-AG-A00C,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3578-01A-01R-0821-07,0.296,-1.70839644196944,TCGA-AG-3578,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A015-01A-01R-A002-07,0.5452,-0.848920526971188,TCGA-AG-A015,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-F5-6863-01A-11R-1928-07,0.7537,-0.388922071168238,TCGA-F5-6863,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-EI-6510-01A-11R-1736-07,0.0704,-3.63666068837052,TCGA-EI-6510,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3893-01A-01R-1119-07,2.1156,1.08787013294106,TCGA-AG-3893,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-EI-6917-01A-11R-1928-07,1.5202,0.613720228180059,TCGA-EI-6917,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-CI-6623-01B-11R-1830-07,0.2814,-1.77892721748494,TCGA-CI-6623,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DC-4749-01A-01R-1736-07,0.4261,-1.19726910446784,TCGA-DC-4749,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-EI-6885-01A-11R-1928-07,1.8972,0.931456140912712,TCGA-EI-6885,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3574-01A-01R-0821-07,0.6493,-0.600993013527603,TCGA-AG-3574,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AH-6644-01A-21R-1830-07,2.619,1.39451414195596,TCGA-AH-6644,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DY-A1H8-01A-21R-A155-07,0.0163,-5.24879339025715,TCGA-DY-A1H8,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DC-6682-01A-11R-1830-07,0.586,-0.746615764199926,TCGA-DC-6682,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DC-6681-01A-11R-A32Z-07,1.3439,0.437121184384194,TCGA-DC-6681,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A01L-01A-01R-A002-07,0.2369,-2.01800125840667,TCGA-AG-A01L,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A014-01A-02R-A002-07,0.5684,-0.789860542598331,TCGA-AG-A014,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A025-01A-01R-A00A-07,0.8656,-0.191656140368503,TCGA-AG-A025,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-4021-01A-01R-1736-07,2.9414,1.56139946089503,TCGA-AG-4021,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AF-A56L-01A-31R-A39D-07,0.6892,-0.516222910048851,TCGA-AF-A56L,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3598-01A-01R-0826-07,1.3352,0.427820683977133,TCGA-AG-3598,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AF-6655-01A-11R-1830-07,8.0582,3.01224684689484,TCGA-AF-6655,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AH-6547-01A-11R-1830-07,1.7317,0.800496147596486,TCGA-AH-6547,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3609-01A-02R-0826-07,1.4743,0.569782712424128,TCGA-AG-3609,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AF-3400-01A-01R-0821-07,6.0259,2.5935689041583,TCGA-AF-3400,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3881-01A-01R-0905-07,1.2463,0.329181015847041,TCGA-AG-3881,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3592-01A-02R-1736-07,0.7229,-0.448311730561037,TCGA-AG-3592,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-F5-6811-01A-11R-1830-07,2.5494,1.35580563894407,TCGA-F5-6811,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DC-6154-01A-31R-1928-07,1.6699,0.748375355743325,TCGA-DC-6154,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-EI-6884-01A-11R-1928-07,0.7434,-0.408512061602057,TCGA-EI-6884,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-4015-01A-01R-1119-07,0.8469,-0.222801242850483,TCGA-AG-4015,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DY-A1DG-01A-11R-A32Y-07,0.0872,-3.36289987594367,TCGA-DY-A1DG,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A00Y-01A-02R-A002-07,0.1508,-2.63666068837052,TCGA-AG-A00Y,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3894-01A-01R-1119-07,1.3549,0.448795255329051,TCGA-AG-3894,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-F5-6465-01A-11R-1736-07,1.5534,0.644686942884343,TCGA-F5-6465,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AF-6136-01A-11R-1830-07,0.6788,-0.537842952152605,TCGA-AF-6136,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A023-01A-01R-A00A-07,1.0316,0.0588013536161862,TCGA-AG-A023,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3608-01A-01R-0826-07,0.6944,-0.505533185718241,TCGA-AG-3608,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A01Y-01A-41R-A083-07,1.0743,0.116763971297723,TCGA-AG-A01Y,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3605-01A-01R-0826-07,0.077,-3.52284078881336,TCGA-AG-3605,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AF-A56K-01A-32R-A39D-07,1.8682,0.909350696455534,TCGA-AF-A56K,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A026-01A-01R-A00A-07,0.3357,-1.53240749128705,TCGA-AG-A026,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A020-01A-21R-A083-07,0.1491,-2.6519942592184,TCGA-AG-A020,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3902-01A-01R-A32Z-07,0.9954,0.00776959414591735,TCGA-AG-3902,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DC-6157-01A-11R-1660-07,1.2345,0.315566230318949,TCGA-DC-6157,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-F5-6814-01A-31R-1928-07,0.4069,-1.26222672274106,TCGA-F5-6814,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3593-01A-01R-0821-07,0.0789,-3.49167277071968,TCGA-AG-3593,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-F5-6861-01A-11R-1928-07,0.77,-0.358453970912476,TCGA-F5-6861,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3726-01A-02R-0905-07,0.1804,-2.39289461624151,TCGA-AG-3726,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-EI-6513-01A-21R-1736-07,1.0226,0.0462815032119103,TCGA-EI-6513,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-CL-5917-01A-11R-1660-07,1.6119,0.697684871372977,TCGA-CL-5917,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-F5-6464-01A-11R-1736-07,6.5466,2.71294788271935,TCGA-F5-6464,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AH-6544-01A-11R-1830-07,0.6887,-0.517254954617427,TCGA-AH-6544,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A036-01A-12R-A083-07,0.7348,-0.425075021990656,TCGA-AG-A036,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AH-6643-01A-11R-1830-07,1.7455,0.811881996218668,TCGA-AH-6643,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-EF-5830-01A-01R-1660-07,0.7077,-0.478547174177569,TCGA-EF-5830,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AH-6897-01A-11R-1928-07,0.1693,-2.47955260668107,TCGA-AH-6897,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3887-01A-01R-1119-07,1.0818,0.126708602196968,TCGA-AG-3887,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3582-01A-01R-0821-07,0.5725,-0.779670045120444,TCGA-AG-3582,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DY-A1DD-01A-21R-A155-07,0.7794,-0.341171575656346,TCGA-DY-A1DD,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DY-A1DF-01A-11R-A155-07,0.1696,-2.4771407448083,TCGA-DY-A1DF,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AF-2691-01A-01R-0821-07,1.3568,0.450802152879819,TCGA-AF-2691,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3728-01A-01R-0905-07,0.8869,-0.156980954276232,TCGA-AG-3728,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-CL-4957-01A-01R-1736-07,0.5419,-0.857521209357753,TCGA-CL-4957,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-EI-7002-01A-11R-1928-07,1.3086,0.399006986472397,TCGA-EI-7002,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-G5-6235-01A-11R-1736-07,0.1802,-2.39441084868889,TCGA-G5-6235,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3612-01A-01R-0826-07,0.9719,-0.0263519917835298,TCGA-AG-3612,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A01W-01A-21R-A083-07,0.4229,-1.2078942943371,TCGA-AG-A01W,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3890-01A-01R-1119-07,0.3402,-1.51374901111589,TCGA-AG-3890,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DC-6156-01A-11R-1660-07,1.8796,0.918080869847708,TCGA-DC-6156,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-EI-6509-01A-11R-1736-07,0.482,-1.02326977932285,TCGA-EI-6509,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-4022-01A-01R-1736-07,2.8057,1.49349362958305,TCGA-AG-4022,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-EI-6514-01A-11R-1736-07,0.9923,0.00331438850667701,TCGA-EI-6514,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3599-01A-02R-0826-07,0.8839,-0.161814647789121,TCGA-AG-3599,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3591-01A-01R-1736-07,0.7168,-0.460369675315334,TCGA-AG-3591,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DC-6155-01A-11R-1660-07,0.1192,-2.95232202485552,TCGA-DC-6155,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3594-01A-02R-0821-07,0.767,-0.364013496254377,TCGA-AG-3594,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3727-01A-01R-0905-07,0.6038,-0.704159449082965,TCGA-AG-3727,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-F5-6571-01A-12R-1830-07,2.1885,1.13651953255056,TCGA-F5-6571,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3885-01A-01R-0905-07,0.504,-0.960159735468209,TCGA-AG-3885,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DC-5869-01A-01R-1660-07,2.7,1.43829285157915,TCGA-DC-5869,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DY-A0XA-01A-11R-A155-07,0.4598,-1.08988138153725,TCGA-DY-A0XA,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3601-01A-01R-0826-07,1.0854,0.131457785479088,TCGA-AG-3601,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3883-01A-02R-0905-07,1.7798,0.839798383506919,TCGA-AG-3883,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A002-01A-01R-A002-07,0.8576,-0.204898041877175,TCGA-AG-A002,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AF-3913-01A-02R-1119-07,1.4368,0.532865503106325,TCGA-AF-3913,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3580-01A-01R-0821-07,0.3247,-1.57905954386292,TCGA-AG-3580,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DC-6683-01A-11R-1830-07,0.8061,-0.293182152660239,TCGA-DC-6683,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3602-01A-02R-0826-07,1.3133,0.404140166263924,TCGA-AG-3602,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DC-6158-01A-11R-1660-07,4.7735,2.25806659831133,TCGA-DC-6158,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-EI-6882-01A-11R-1928-07,0.3113,-1.63800711407804,TCGA-EI-6882,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-EI-6512-01A-11R-1736-07,1.9466,0.968348846920172,TCGA-EI-6512,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DT-5265-01A-21R-1830-07,1.8182,0.870423905858192,TCGA-DT-5265,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-4005-01A-01R-1119-07,0.4589,-1.09264781582863,TCGA-AG-4005,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3999-01A-01R-1119-07,0.774,-0.351074440546879,TCGA-AG-3999,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-CI-6621-01A-11R-1830-07,0.7281,-0.438111804711969,TCGA-CI-6621,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-A016-01A-01R-A002-07,0.3334,-1.54203805554732,TCGA-AG-A016,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-F5-6864-01A-11R-1928-07,1.6716,0.749834574412729,TCGA-F5-6864,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3586-01A-02R-0821-07,1.6466,0.728225293759776,TCGA-AG-3586,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-CI-6624-01C-11R-1830-07,1.1628,0.229957008584363,TCGA-CI-6624,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3896-01A-01R-1119-07,0.9634,-0.0388953202709471,TCGA-AG-3896,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AF-2690-01A-02R-1736-07,3.1152,1.64394851930283,TCGA-AF-2690,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-AG-3583-01A-01R-0821-07,0.2016,-2.24058846743542,TCGA-AG-3583,01,TP,TCGA-READ,READ,-0.274564208094688,165,READ (n=165)
